"method","animal","dims","resolution","cluster","cell_count","is_small_cluster","average_silhouette_score","cumulative_variance","silhouette_score"
"LogNormalize","merged",25,0.75,18,337,FALSE,0.158040479827852,0.949626937133309,0.104497158077991
"LogNormalize","merged",25,0.75,19,234,FALSE,0.158040479827852,0.949626937133309,-0.0455078769218465
"LogNormalize","merged",25,0.75,20,226,FALSE,0.158040479827852,0.949626937133309,0.127959734932631
"LogNormalize","merged",25,0.75,21,187,FALSE,0.158040479827852,0.949626937133309,0.302002269597608
"LogNormalize","merged",25,0.75,22,79,TRUE,0.158040479827852,0.949626937133309,0.371964179291077
"LogNormalize","merged",30,0.25,0,5484,FALSE,0.143279042450655,1,NA
"LogNormalize","merged",30,0.25,1,5292,FALSE,0.143279042450655,1,0.142929998368447
"LogNormalize","merged",30,0.25,2,5269,FALSE,0.143279042450655,1,0.229167702126581
"LogNormalize","merged",30,0.25,3,4585,FALSE,0.143279042450655,1,0.0606926487128182
"LogNormalize","merged",30,0.25,4,3580,FALSE,0.143279042450655,1,0.244423012690149
"LogNormalize","merged",30,0.25,5,3491,FALSE,0.143279042450655,1,0.181702754160805
"LogNormalize","merged",30,0.25,6,3102,FALSE,0.143279042450655,1,-0.033956593751545
"LogNormalize","merged",30,0.25,7,1606,FALSE,0.143279042450655,1,0.108339741135977
"LogNormalize","merged",30,0.25,8,1569,FALSE,0.143279042450655,1,0.197002041775943
"LogNormalize","merged",30,0.25,9,1080,FALSE,0.143279042450655,1,0.184626714370211
"LogNormalize","merged",30,0.25,10,950,FALSE,0.143279042450655,1,0.252047760492098
"LogNormalize","merged",30,0.25,11,643,FALSE,0.143279042450655,1,-0.112506816464178
"LogNormalize","merged",30,0.25,12,623,FALSE,0.143279042450655,1,0.123493701653934
"LogNormalize","merged",30,0.25,13,336,FALSE,0.143279042450655,1,0.344090550912704
"LogNormalize","merged",30,0.25,14,306,FALSE,0.143279042450655,1,-0.0308870370721359
"LogNormalize","merged",30,0.3,0,5466,FALSE,0.153509496997204,1,NA
"LogNormalize","merged",30,0.3,1,5265,FALSE,0.153509496997204,1,0.142188307436128
"LogNormalize","merged",30,0.3,2,5232,FALSE,0.153509496997204,1,0.224893520342975
"LogNormalize","merged",30,0.3,3,4569,FALSE,0.153509496997204,1,0.0618128888191479
"LogNormalize","merged",30,0.3,4,3628,FALSE,0.153509496997204,1,0.246226629437518
"LogNormalize","merged",30,0.3,5,3102,FALSE,0.153509496997204,1,0.174199930505626
"LogNormalize","merged",30,0.3,6,2081,FALSE,0.153509496997204,1,0.108203711162767
"LogNormalize","merged",30,0.3,7,1574,FALSE,0.153509496997204,1,0.0811330321801108
"LogNormalize","merged",30,0.3,8,1570,FALSE,0.153509496997204,1,0.201290220404177
"LogNormalize","merged",30,0.3,9,1407,FALSE,0.153509496997204,1,0.181641175836384
"LogNormalize","merged",30,0.3,10,1084,FALSE,0.153509496997204,1,0.141918131949294
"LogNormalize","merged",30,0.3,11,1044,FALSE,0.153509496997204,1,0.243542412141542
"LogNormalize","merged",30,0.3,12,629,FALSE,0.153509496997204,1,-0.132398144362644
"LogNormalize","merged",30,0.3,13,623,FALSE,0.153509496997204,1,0.132558948989109
"LogNormalize","merged",30,0.3,14,336,FALSE,0.153509496997204,1,0.323582337812167
"LogNormalize","merged",30,0.3,15,306,FALSE,0.153509496997204,1,-0.0320487206136581
"LogNormalize","merged",30,0.5,0,4705,FALSE,0.153048230145716,1,NA
"LogNormalize","merged",30,0.5,1,4565,FALSE,0.153048230145716,1,0.176172289945304
"LogNormalize","merged",30,0.5,2,4244,FALSE,0.153048230145716,1,0.222455485497843
"LogNormalize","merged",30,0.5,3,4015,FALSE,0.153048230145716,1,0.284707802509961
"LogNormalize","merged",30,0.5,4,3690,FALSE,0.153048230145716,1,0.0967868288485753
"LogNormalize","merged",30,0.5,5,2963,FALSE,0.153048230145716,1,0.144089446554626
"LogNormalize","merged",30,0.5,6,1995,FALSE,0.153048230145716,1,0.128900724821089
"LogNormalize","merged",30,0.5,7,1609,FALSE,0.153048230145716,1,0.0675843960984731
"LogNormalize","merged",30,0.5,8,1593,FALSE,0.153048230145716,1,0.174889475188276
"LogNormalize","merged",30,0.5,9,1412,FALSE,0.153048230145716,1,0.167065209784084
"LogNormalize","merged",30,0.5,10,1174,FALSE,0.153048230145716,1,0.133365675620353
"LogNormalize","merged",30,0.5,11,1087,FALSE,0.153048230145716,1,-0.00175278409454975
"LogNormalize","merged",30,0.5,12,1069,FALSE,0.153048230145716,1,0.239563312553836
"LogNormalize","merged",30,0.5,13,1025,FALSE,0.153048230145716,1,-0.144919862062115
"LogNormalize","merged",30,0.5,14,786,FALSE,0.153048230145716,1,0.128141845488446
"LogNormalize","merged",30,0.5,15,736,FALSE,0.153048230145716,1,-0.00215870175699158
"LogNormalize","merged",30,0.5,16,605,FALSE,0.153048230145716,1,0.105131693558776
"LogNormalize","merged",30,0.5,17,337,FALSE,0.153048230145716,1,0.343833647695903
"LogNormalize","merged",30,0.5,18,306,FALSE,0.153048230145716,1,-0.0386527239569677
"LogNormalize","merged",30,0.75,0,4685,FALSE,0.140347860052609,1,NA
"LogNormalize","merged",30,0.75,1,4280,FALSE,0.140347860052609,1,0.176996295822599
"LogNormalize","merged",30,0.75,2,4008,FALSE,0.140347860052609,1,0.204220573682089
"LogNormalize","merged",30,0.75,3,3811,FALSE,0.140347860052609,1,0.0968477957099673
"LogNormalize","merged",30,0.75,4,3442,FALSE,0.140347860052609,1,0.268233991004343
"LogNormalize","merged",30,0.75,5,2742,FALSE,0.140347860052609,1,0.150114476163251
"LogNormalize","merged",30,0.75,6,2036,FALSE,0.140347860052609,1,0.0450825875763278
"LogNormalize","merged",30,0.75,7,1611,FALSE,0.140347860052609,1,0.0900696385798476
"LogNormalize","merged",30,0.75,8,1567,FALSE,0.140347860052609,1,0.166879739204186
"LogNormalize","merged",30,0.75,9,1391,FALSE,0.140347860052609,1,0.173088408569912
"LogNormalize","merged",30,0.75,10,1182,FALSE,0.140347860052609,1,0.131135896417317
"LogNormalize","merged",30,0.75,11,1091,FALSE,0.140347860052609,1,-0.00490526927643058
"LogNormalize","merged",30,0.75,12,1046,FALSE,0.140347860052609,1,-0.148444968294364
"LogNormalize","merged",30,0.75,13,1040,FALSE,0.140347860052609,1,0.263626332682141
"LogNormalize","merged",30,0.75,14,1031,FALSE,0.140347860052609,1,0.0580804339316648
"LogNormalize","merged",30,0.75,15,829,FALSE,0.140347860052609,1,0.109918054551685
"LogNormalize","merged",30,0.75,16,624,FALSE,0.140347860052609,1,-0.00208516553689749
"LogNormalize","merged",30,0.75,17,448,FALSE,0.140347860052609,1,0.307955557665652
"LogNormalize","merged",30,0.75,18,338,FALSE,0.140347860052609,1,0.0978783976702581
"LogNormalize","merged",30,0.75,19,308,FALSE,0.140347860052609,1,-0.0428320627813858
"LogNormalize","merged",30,0.75,20,215,FALSE,0.140347860052609,1,0.221105831347495
"LogNormalize","merged",30,0.75,21,191,FALSE,0.140347860052609,1,0.113627208469149
